Symbol,TRDATE,Open,High,Low,Close,Volume
HDFCBANK,14-Dec-09,178.47,180.0,174.9,175.73,8071120
HINDUNILVR,14-Dec-09,273.9,274.0,266.3,267.55,2033309
ICICIBANK,14-Dec-09,156.09,157.94,154.09,154.67,22606556
INFY,14-Dec-09,306.88,314.75,306.26,312.34,9189776
KOTAKBANK,14-Dec-09,199.88,202.13,198.76,199.57,1596508
LT,14-Dec-09,746.67,761.76,743.6,755.53,2939512
RELIANCE,14-Dec-09,528.99,536.91,526.51,528.96,6425693
SBIN,14-Dec-09,226.7,228.49,224.07,224.69,19594840
TCS,14-Dec-09,350.5,355.98,350.42,352.55,3008842
AXISBANK,15-Dec-09,197.9,200.22,190.8,191.94,9679880
HDFCBANK,15-Dec-09,173.65,176.7,169.0,170.08,8543180
HINDUNILVR,15-Dec-09,268.75,270.9,263.35,266.35,3283267
ICICIBANK,15-Dec-09,153.53,155.8,149.82,150.12,32478297
INFY,15-Dec-09,311.25,314.38,310.65,313.26,8746848
KOTAKBANK,15-Dec-09,200.02,201.74,195.3,197.13,2995268
LT,15-Dec-09,756.0,764.44,744.44,747.51,3126188
RELIANCE,15-Dec-09,528.99,531.96,519.08,520.86,6771900
SBIN,15-Dec-09,226.0,226.0,217.5,218.05,28383370
TCS,15-Dec-09,354.0,356.0,348.6,350.48,2087152
AXISBANK,16-Dec-09,191.4,191.4,186.38,187.45,14981050
HDFCBANK,16-Dec-09,167.66,170.88,167.5,169.34,8580920
HINDUNILVR,16-Dec-09,267.1,267.8,262.0,263.8,4742165
ICICIBANK,16-Dec-09,148.55,151.95,148.06,149.56,29591991
INFY,16-Dec-09,313.25,319.5,310.83,318.11,9163072
KOTAKBANK,16-Dec-09,197.25,197.25,192.66,194.01,4940476
LT,16-Dec-09,750.67,754.67,736.16,748.02,2825410
RELIANCE,16-Dec-09,520.02,522.55,514.18,518.66,6817782
SBIN,16-Dec-09,216.95,219.0,214.6,215.26,27712020
TCS,16-Dec-09,350.85,358.88,347.5,356.58,3565378
AXISBANK,17-Dec-09,186.42,189.8,183.16,188.35,15020595
HDFCBANK,17-Dec-09,168.0,169.7,166.7,167.15,6597670
HINDUNILVR,17-Dec-09,263.5,269.75,263.1,268.8,1724512
ICICIBANK,17-Dec-09,149.27,151.25,147.82,150.15,25527507
INFY,17-Dec-09,318.13,321.49,316.9,319.88,8603088
KOTAKBANK,17-Dec-09,194.68,196.88,192.55,195.9,1989604
LT,17-Dec-09,744.44,749.33,732.44,737.73,1617669
RELIANCE,17-Dec-09,522.45,522.45,510.16,512.62,6551637
SBIN,17-Dec-09,215.12,217.85,212.52,216.62,28004020
TCS,17-Dec-09,359.0,364.0,357.5,361.38,3782302
AXISBANK,18-Dec-09,188.0,190.7,185.71,186.86,7655975
HDFCBANK,18-Dec-09,165.14,167.32,164.68,166.41,6281780
HINDUNILVR,18-Dec-09,268.0,269.0,262.65,263.35,1331848
ICICIBANK,18-Dec-09,148.53,149.89,146.2,147.15,25751418
INFY,18-Dec-09,320.5,320.5,313.63,315.74,11180776
KOTAKBANK,18-Dec-09,195.13,197.0,192.75,193.73,1625796
LT,18-Dec-09,735.56,739.56,730.22,733.36,1648023
RELIANCE,18-Dec-09,512.64,512.64,497.78,499.09,10146047
SBIN,18-Dec-09,215.21,218.1,213.1,214.54,18490050
TCS,18-Dec-09,361.38,365.75,359.77,363.75,2795290
AXISBANK,21-Dec-09,187.8,192.0,185.2,190.86,8562675
HDFCBANK,21-Dec-09,166.41,167.12,164.71,165.27,8594430
HINDUNILVR,21-Dec-09,263.1,264.75,261.25,262.1,2421681
ICICIBANK,21-Dec-09,147.09,148.89,145.55,147.44,25986174
INFY,21-Dec-09,310.36,318.1,309.59,313.76,8766008
KOTAKBANK,21-Dec-09,192.5,198.59,192.13,194.89,2463228
LT,21-Dec-09,733.33,734.22,714.02,715.58,2306445
RELIANCE,21-Dec-09,495.8,510.56,490.35,503.7,11350303
SBIN,21-Dec-09,214.9,216.69,213.51,214.57,12814370
TCS,21-Dec-09,365.05,374.5,363.25,367.02,9326994
AXISBANK,22-Dec-09,191.0,194.69,191.0,194.04,8248355
HDFCBANK,22-Dec-09,166.0,166.72,164.21,164.65,6274310
HINDUNILVR,22-Dec-09,263.75,263.75,260.65,261.3,3167505
ICICIBANK,22-Dec-09,148.71,150.73,148.36,150.13,16477901
INFY,22-Dec-09,314.99,316.26,312.1,312.8,5762168
KOTAKBANK,22-Dec-09,196.35,200.68,196.35,199.73,1830100
LT,22-Dec-09,722.22,722.31,715.6,718.62,1548654
RELIANCE,22-Dec-09,504.32,509.57,500.9,504.81,6432979
SBIN,22-Dec-09,215.5,217.55,215.5,216.6,9524630
TCS,22-Dec-09,370.0,371.25,359.6,362.02,3189142
AXISBANK,23-Dec-09,194.2,197.0,193.36,196.48,6607675
HDFCBANK,23-Dec-09,165.0,170.0,165.0,169.04,10104370
HINDUNILVR,23-Dec-09,261.85,265.5,259.65,264.3,3414514
ICICIBANK,23-Dec-09,150.91,157.27,150.55,156.84,22437387
INFY,23-Dec-09,313.88,324.38,313.88,322.97,10708656
KOTAKBANK,23-Dec-09,200.0,203.0,200.0,202.52,1405008
LT,23-Dec-09,720.0,744.44,715.56,743.11,2902459
RELIANCE,23-Dec-09,507.69,528.94,505.9,528.09,9900762
SBIN,23-Dec-09,217.1,221.5,217.1,221.0,14132130
TCS,23-Dec-09,364.23,374.75,362.77,373.27,4470686
AXISBANK,24-Dec-09,196.8,198.37,195.04,197.47,5123925
HDFCBANK,24-Dec-09,170.24,172.4,168.42,171.07,3718970
HINDUNILVR,24-Dec-09,269.8,269.8,263.0,265.65,1532929
ICICIBANK,24-Dec-09,157.27,158.53,155.45,157.25,17756678
INFY,24-Dec-09,324.24,325.0,320.02,323.98,5583144
KOTAKBANK,24-Dec-09,203.75,204.23,200.5,201.29,1202360
LT,24-Dec-09,751.56,751.56,735.2,747.62,2358245
RELIANCE,24-Dec-09,532.45,536.81,524.21,533.1,7452103
SBIN,24-Dec-09,223.5,223.5,220.13,221.9,11181160
TCS,24-Dec-09,375.0,378.5,370.52,374.65,3057686
AXISBANK,29-Dec-09,198.37,199.57,196.45,196.95,3554785
HDFCBANK,29-Dec-09,171.77,171.8,168.68,169.7,5202290
HINDUNILVR,29-Dec-09,269.75,269.75,264.0,265.0,1908639
ICICIBANK,29-Dec-09,157.25,160.73,157.25,160.04,19094790
INFY,29-Dec-09,324.39,325.24,320.41,322.14,6281944
KOTAKBANK,29-Dec-09,201.29,203.49,201.0,202.16,965852
LT,29-Dec-09,748.93,755.56,744.27,748.22,1888929
RELIANCE,29-Dec-09,534.43,539.39,529.98,535.05,5617498
SBIN,29-Dec-09,222.51,223.75,220.79,222.01,8265300
TCS,29-Dec-09,375.0,375.9,368.33,370.7,2256278
AXISBANK,30-Dec-09,196.95,197.4,194.02,196.28,5058270
HDFCBANK,30-Dec-09,169.98,169.98,167.5,169.25,4265510
HINDUNILVR,30-Dec-09,266.95,267.9,263.6,266.1,966871
ICICIBANK,30-Dec-09,160.0,161.57,158.69,159.96,18374152
INFY,30-Dec-09,320.89,326.25,320.46,322.5,4970400
KOTAKBANK,30-Dec-09,202.23,205.7,200.29,204.9,2524648
LT,30-Dec-09,748.89,748.89,737.87,739.33,1241291
RELIANCE,30-Dec-09,534.83,537.41,529.73,532.97,4282664
SBIN,30-Dec-09,222.2,223.79,221.23,222.43,11239390
TCS,30-Dec-09,371.0,374.38,357.63,371.38,1472110
AXISBANK,31-Dec-09,197.0,198.7,195.62,197.84,6235040
HDFCBANK,31-Dec-09,170.0,171.4,168.99,170.23,5758220
HINDUNILVR,31-Dec-09,267.5,269.0,264.15,264.8,1580864
ICICIBANK,31-Dec-09,160.89,161.76,157.87,159.45,17544912
INFY,31-Dec-09,323.13,326.75,323.13,325.14,9255248
KOTAKBANK,31-Dec-09,207.5,208.43,200.64,201.74,1497440
LT,31-Dec-09,740.0,752.36,740.0,745.6,2847861
RELIANCE,31-Dec-09,536.91,542.85,535.6,540.15,8095690
SBIN,31-Dec-09,223.5,228.37,222.9,226.9,24604130
TCS,31-Dec-09,373.13,377.5,371.9,375.13,2853462
AXISBANK,04-Jan-10,198.78,199.99,197.62,198.42,4371510
HDFCBANK,04-Jan-10,170.0,172.85,169.26,170.57,3050490
HINDUNILVR,04-Jan-10,264.8,266.2,264.1,264.7,668858
ICICIBANK,04-Jan-10,159.45,160.91,159.09,159.95,9162186
INFY,04-Jan-10,326.25,328.75,324.41,326.58,4069264
KOTAKBANK,04-Jan-10,203.27,206.23,201.5,205.73,1105496
LT,04-Jan-10,748.0,754.16,748.0,751.73,1060024
RELIANCE,04-Jan-10,540.43,540.43,506.13,532.7,35372156
SBIN,04-Jan-10,227.5,230.0,227.5,229.12,11031470
TCS,04-Jan-10,377.4,379.45,374.52,375.83,1963682
AXISBANK,05-Jan-10,199.6,204.0,199.14,202.56,7629380
HDFCBANK,05-Jan-10,171.0,172.5,170.5,170.72,8386600
HINDUNILVR,05-Jan-10,265.75,266.4,262.5,263.85,1392726
ICICIBANK,05-Jan-10,161.45,163.59,160.27,161.46,14659997
INFY,05-Jan-10,327.5,328.84,325.01,327.67,6895528
KOTAKBANK,05-Jan-10,206.75,208.43,205.27,207.76,1422728
LT,05-Jan-10,757.78,760.18,748.51,753.07,2683989
RELIANCE,05-Jan-10,569.55,569.55,527.7,530.32,9872785
SBIN,05-Jan-10,230.8,231.0,228.01,229.21,11613740
TCS,05-Jan-10,377.5,379.77,373.27,375.92,2014488
AXISBANK,06-Jan-10,204.0,205.74,198.51,199.16,5953585
HDFCBANK,06-Jan-10,171.4,172.0,168.81,170.84,6639840
HINDUNILVR,06-Jan-10,264.75,266.0,262.6,265.35,1682107
ICICIBANK,06-Jan-10,162.73,164.97,161.84,162.7,20410054
INFY,06-Jan-10,335.38,335.38,321.89,322.89,6817288
KOTAKBANK,06-Jan-10,208.0,211.15,206.3,210.29,2786040
LT,06-Jan-10,736.82,758.62,736.82,744.73,3076209
RELIANCE,06-Jan-10,534.88,542.11,530.3,538.89,10933743
SBIN,06-Jan-10,229.7,231.5,228.5,230.58,14527930
TCS,06-Jan-10,375.92,376.1,366.5,367.42,3349176
AXISBANK,07-Jan-10,199.29,201.2,197.82,200.57,4964525
HDFCBANK,07-Jan-10,176.84,176.84,170.16,171.28,6123980
HINDUNILVR,07-Jan-10,265.1,267.25,264.15,264.8,2723548
ICICIBANK,07-Jan-10,163.05,163.05,159.36,161.16,10852286
INFY,07-Jan-10,323.33,323.33,314.77,315.63,10892600
KOTAKBANK,07-Jan-10,211.25,213.7,208.63,212.65,4160024
LT,07-Jan-10,743.98,750.44,737.8,741.16,2033021
RELIANCE,07-Jan-10,538.89,552.27,533.94,547.83,12090336
SBIN,07-Jan-10,230.6,231.0,228.11,229.29,8576510
TCS,07-Jan-10,367.75,369.7,355.5,357.2,6474892
AXISBANK,08-Jan-10,200.6,203.98,199.27,203.19,7931425
HDFCBANK,08-Jan-10,171.2,172.34,170.1,171.51,7085900
HINDUNILVR,08-Jan-10,265.1,267.0,264.15,265.95,4000986
ICICIBANK,08-Jan-10,161.65,161.82,158.36,158.9,20580934
INFY,08-Jan-10,314.88,315.41,307.25,308.02,12649312
KOTAKBANK,08-Jan-10,213.5,213.51,209.5,211.34,1489588
LT,08-Jan-10,742.44,754.16,742.44,745.84,2940979
RELIANCE,08-Jan-10,548.8,551.67,542.85,546.4,6973331
SBIN,08-Jan-10,229.4,230.39,228.01,228.6,10453820
TCS,08-Jan-10,358.0,359.25,348.25,349.9,6048178
AXISBANK,11-Jan-10,203.8,210.6,203.02,209.88,10096505
HDFCBANK,11-Jan-10,174.87,174.87,170.25,170.82,13766610
HINDUNILVR,11-Jan-10,266.6,268.35,265.6,266.1,2251471
ICICIBANK,11-Jan-10,159.64,160.33,157.45,158.07,18184672
INFY,11-Jan-10,309.39,313.09,309.25,311.21,7849656
KOTAKBANK,11-Jan-10,214.0,215.43,210.5,212.15,1298008
LT,11-Jan-10,751.56,755.56,743.64,745.47,2235555
RELIANCE,11-Jan-10,562.02,569.45,520.07,535.67,87061779
SBIN,11-Jan-10,229.7,231.27,226.32,226.72,14145340
TCS,11-Jan-10,352.0,360.05,350.2,357.1,4318408
AXISBANK,12-Jan-10,209.6,215.0,206.2,209.86,14351905
HDFCBANK,12-Jan-10,170.8,171.18,167.86,169.52,4907050
HINDUNILVR,12-Jan-10,266.0,266.75,260.55,262.15,3826930
ICICIBANK,12-Jan-10,158.07,158.55,152.73,153.23,22781935
INFY,12-Jan-10,312.5,324.25,312.5,323.37,24859680
KOTAKBANK,12-Jan-10,212.15,212.48,205.0,205.76,2264860
LT,12-Jan-10,747.56,754.18,739.11,746.33,3121051
RELIANCE,12-Jan-10,542.36,563.31,533.44,537.08,15132815
SBIN,12-Jan-10,226.7,227.0,219.62,220.32,22917720
TCS,12-Jan-10,366.0,377.0,363.5,375.02,9027690
AXISBANK,13-Jan-10,208.3,209.77,205.31,208.06,10503700
HDFCBANK,13-Jan-10,168.49,169.48,166.55,168.93,10346750
HINDUNILVR,13-Jan-10,262.0,263.75,260.75,262.5,1917571
ICICIBANK,13-Jan-10,149.39,153.49,149.39,152.85,31684856
INFY,13-Jan-10,309.61,336.88,309.61,335.44,19704040
KOTAKBANK,13-Jan-10,203.75,205.46,201.57,203.25,3080692
LT,13-Jan-10,742.22,750.67,738.53,743.64,1822801
RELIANCE,13-Jan-10,538.89,540.87,529.28,539.19,7088719
SBIN,13-Jan-10,219.5,219.5,215.81,217.59,21719690
TCS,13-Jan-10,372.5,398.2,372.33,394.27,10910272
AXISBANK,14-Jan-10,208.96,215.8,208.38,213.22,10746410
HDFCBANK,14-Jan-10,171.0,171.38,167.0,168.38,10172640
HINDUNILVR,14-Jan-10,262.6,263.6,255.3,256.05,3583983
ICICIBANK,14-Jan-10,154.0,156.55,151.13,151.87,33858143
INFY,14-Jan-10,334.88,337.86,331.27,336.22,8413904
KOTAKBANK,14-Jan-10,205.35,210.06,203.18,206.1,2417604
LT,14-Jan-10,746.76,746.76,734.67,741.51,3908340
RELIANCE,14-Jan-10,537.9,557.12,537.9,555.58,11327803
SBIN,14-Jan-10,218.8,219.9,214.55,215.74,20723990
TCS,14-Jan-10,399.23,399.23,384.67,389.92,10327614
AXISBANK,15-Jan-10,216.0,218.68,213.04,215.56,16362695
HDFCBANK,15-Jan-10,169.84,169.9,167.1,169.41,11581730
HINDUNILVR,15-Jan-10,257.75,258.75,255.9,256.4,4361271
ICICIBANK,15-Jan-10,152.77,154.29,150.99,153.17,19521925
INFY,15-Jan-10,336.22,336.56,331.77,334.48,5049504
KOTAKBANK,15-Jan-10,206.25,207.48,203.82,205.48,2505232
LT,15-Jan-10,744.02,744.02,731.11,733.87,3226792
RELIANCE,15-Jan-10,557.61,564.1,547.34,550.16,8660790
SBIN,15-Jan-10,216.8,217.84,213.68,214.34,20611920
TCS,15-Jan-10,398.0,399.8,386.13,395.7,7945008
AXISBANK,18-Jan-10,214.0,222.6,212.14,221.53,10033600
HDFCBANK,18-Jan-10,169.0,177.8,168.21,176.66,23501460
HINDUNILVR,18-Jan-10,256.5,258.35,254.55,257.3,1088348
ICICIBANK,18-Jan-10,151.64,157.96,150.96,156.97,22909535
INFY,18-Jan-10,332.88,336.25,332.0,335.83,6140088
KOTAKBANK,18-Jan-10,203.23,214.64,202.55,212.96,2900712
LT,18-Jan-10,735.47,743.56,728.89,735.44,1598541
RELIANCE,18-Jan-10,548.3,552.98,540.85,544.59,6540464
SBIN,18-Jan-10,217.5,218.3,214.28,215.64,19222170
TCS,18-Jan-10,400.0,414.5,396.5,401.1,7261084
AXISBANK,19-Jan-10,235.54,235.54,218.62,221.15,8069485
HDFCBANK,19-Jan-10,176.5,178.88,175.29,177.92,16664220
HINDUNILVR,19-Jan-10,257.75,257.75,254.6,255.45,1122943
ICICIBANK,19-Jan-10,157.09,159.27,156.18,157.36,20804140
INFY,19-Jan-10,335.0,336.0,328.51,329.49,5837512
KOTAKBANK,19-Jan-10,215.0,219.0,213.95,214.64,4170248
LT,19-Jan-10,737.78,740.8,726.91,730.0,2303975
RELIANCE,19-Jan-10,544.84,547.83,536.24,537.41,6029341
SBIN,19-Jan-10,216.98,218.7,215.7,217.31,12277070
TCS,19-Jan-10,401.1,401.1,389.33,390.35,5154850
AXISBANK,20-Jan-10,221.4,223.77,216.04,216.75,6584845
HDFCBANK,20-Jan-10,178.5,179.0,174.3,175.61,13652110
HINDUNILVR,20-Jan-10,256.0,258.6,253.5,257.8,2198874
ICICIBANK,20-Jan-10,158.15,160.84,157.99,159.63,27480893
INFY,20-Jan-10,331.08,334.15,329.75,332.21,6091992
KOTAKBANK,20-Jan-10,215.25,219.95,213.98,218.81,3121764
LT,20-Jan-10,733.78,734.18,724.67,727.09,2281223
RELIANCE,20-Jan-10,542.36,543.4,530.97,533.69,8921264
SBIN,20-Jan-10,218.4,218.66,215.26,215.99,16830720
TCS,20-Jan-10,396.1,396.1,385.45,389.7,4347054
AXISBANK,21-Jan-10,217.0,218.2,210.0,212.25,7313095
HDFCBANK,21-Jan-10,176.09,176.09,170.51,171.16,12523470
HINDUNILVR,21-Jan-10,258.0,261.1,255.65,256.75,3093875
ICICIBANK,21-Jan-10,158.15,158.73,153.15,155.04,33727122
INFY,21-Jan-10,330.38,333.09,325.0,328.15,6682792
KOTAKBANK,21-Jan-10,218.0,218.0,209.0,211.09,2718928
LT,21-Jan-10,726.58,728.0,674.76,677.38,11137290
RELIANCE,21-Jan-10,532.45,533.44,520.19,522.08,8589121
SBIN,21-Jan-10,215.9,216.13,211.23,212.41,19265470
TCS,21-Jan-10,386.13,395.98,383.95,385.33,5089504
AXISBANK,22-Jan-10,209.0,211.58,205.0,206.33,7275735
HDFCBANK,22-Jan-10,169.6,170.0,165.4,167.71,9473700
HINDUNILVR,22-Jan-10,253.0,259.15,251.95,257.95,5117085
ICICIBANK,22-Jan-10,150.73,154.0,149.25,152.85,32621154
INFY,22-Jan-10,325.0,326.25,319.0,321.95,13486496
KOTAKBANK,22-Jan-10,206.25,208.75,201.0,202.43,5009128
LT,22-Jan-10,677.4,677.4,638.38,654.09,12968561
RELIANCE,22-Jan-10,515.61,530.47,509.92,521.98,18399797
SBIN,22-Jan-10,210.01,210.65,205.3,208.74,27193180
TCS,22-Jan-10,380.5,382.5,372.35,378.92,7574990
AXISBANK,25-Jan-10,205.2,205.93,201.03,203.74,5243060
HDFCBANK,25-Jan-10,166.0,167.79,163.13,165.67,6028790
HINDUNILVR,25-Jan-10,258.7,264.55,255.5,263.95,4355123
ICICIBANK,25-Jan-10,151.2,152.57,150.05,151.05,15865157
INFY,25-Jan-10,318.75,321.24,314.75,317.79,6498712
KOTAKBANK,25-Jan-10,201.0,201.25,193.56,194.52,3776552
LT,25-Jan-10,654.67,666.22,647.11,662.42,3983746
RELIANCE,25-Jan-10,519.9,522.25,513.48,516.13,6180995
SBIN,25-Jan-10,205.55,213.7,205.55,209.16,15378040
TCS,25-Jan-10,378.75,382.75,370.58,378.1,3008286
AXISBANK,27-Jan-10,200.62,201.93,193.03,194.55,12127575
HDFCBANK,27-Jan-10,166.11,166.11,158.69,159.72,12107790
HINDUNILVR,27-Jan-10,263.0,263.0,254.7,259.35,9203979
ICICIBANK,27-Jan-10,149.09,150.44,141.82,143.15,38013514
INFY,27-Jan-10,316.5,316.73,310.64,312.78,9840856
KOTAKBANK,27-Jan-10,192.25,205.5,188.13,191.26,2550372
LT,27-Jan-10,656.84,661.78,639.11,648.02,5295822
RELIANCE,27-Jan-10,512.15,520.07,505.21,508.95,11465264
SBIN,27-Jan-10,206.0,206.84,197.11,198.76,38068910
TCS,27-Jan-10,375.0,379.85,370.08,371.65,4844398
AXISBANK,28-Jan-10,195.6,206.0,195.6,203.76,14347760
HDFCBANK,28-Jan-10,161.0,161.9,157.68,159.32,17432230
HINDUNILVR,28-Jan-10,258.2,261.75,253.35,255.3,5049389
ICICIBANK,28-Jan-10,145.45,146.87,141.68,143.28,56519067
INFY,28-Jan-10,314.13,319.36,309.94,311.47,12732872
KOTAKBANK,28-Jan-10,193.18,198.61,192.54,195.23,3160804
LT,28-Jan-10,653.33,660.71,626.67,636.22,9322481
RELIANCE,28-Jan-10,515.12,518.31,507.69,513.71,15332621
SBIN,28-Jan-10,210.0,210.0,199.1,200.32,27952460
TCS,28-Jan-10,374.75,378.98,363.85,370.88,6537196
AXISBANK,29-Jan-10,201.99,209.0,197.64,205.14,15392485
HDFCBANK,29-Jan-10,158.0,163.7,155.25,163.1,16435170
HINDUNILVR,29-Jan-10,251.55,252.2,241.05,242.3,6496604
ICICIBANK,29-Jan-10,140.91,152.55,140.91,150.97,59256560
INFY,29-Jan-10,306.55,312.5,300.6,309.44,15012280
KOTAKBANK,29-Jan-10,191.25,198.11,185.75,194.73,3923208
LT,29-Jan-10,633.33,645.11,622.67,632.82,8075187
RELIANCE,29-Jan-10,511.6,520.96,504.27,518.19,10768195
SBIN,29-Jan-10,199.0,206.74,195.51,205.66,46487190
TCS,29-Jan-10,367.0,369.9,356.08,368.1,5473326
AXISBANK,01-Feb-10,205.2,214.4,201.0,212.51,10680450
HDFCBANK,01-Feb-10,162.8,162.8,158.5,159.98,7517330
HINDUNILVR,01-Feb-10,243.8,243.8,234.75,237.25,4987343
ICICIBANK,01-Feb-10,149.11,154.25,148.18,151.96,28587542
INFY,01-Feb-10,305.88,316.25,298.76,306.41,12308784
KOTAKBANK,01-Feb-10,192.05,199.36,191.3,196.24,2995868
LT,01-Feb-10,642.09,642.09,625.78,629.89,5986399
RELIANCE,01-Feb-10,513.88,522.55,512.91,517.79,5599315
SBIN,01-Feb-10,214.8,214.8,201.55,202.13,22047160
TCS,01-Feb-10,367.17,381.4,360.0,373.08,3378012
AXISBANK,02-Feb-10,213.04,216.4,206.05,207.46,8883385
HDFCBANK,02-Feb-10,160.7,161.49,157.2,157.91,10334700
HINDUNILVR,02-Feb-10,238.5,240.0,235.0,236.5,6004275
ICICIBANK,02-Feb-10,152.91,153.17,148.33,148.91,29159537
INFY,02-Feb-10,312.63,312.63,302.71,304.99,9889384
KOTAKBANK,02-Feb-10,199.75,199.75,187.48,188.46,1648140
LT,02-Feb-10,635.56,639.11,617.78,620.62,5351231
RELIANCE,02-Feb-10,521.06,523.22,507.24,508.83,7960410
SBIN,02-Feb-10,203.02,204.52,197.41,197.84,24086260
TCS,02-Feb-10,377.5,381.33,367.5,369.2,4739188
AXISBANK,03-Feb-10,209.11,215.4,204.81,214.2,13260715
HDFCBANK,03-Feb-10,160.0,163.24,157.8,162.27,7727670
HINDUNILVR,03-Feb-10,237.75,238.5,235.3,236.45,1595241
ICICIBANK,03-Feb-10,150.02,153.64,149.68,152.63,18166148
INFY,03-Feb-10,306.25,312.5,306.25,309.15,6405608
KOTAKBANK,03-Feb-10,187.25,196.13,187.25,194.9,2661184
LT,03-Feb-10,622.82,647.56,617.78,644.51,6031122
RELIANCE,03-Feb-10,510.71,519.28,510.71,512.12,6946618
SBIN,03-Feb-10,198.63,201.59,198.35,199.88,30450710
TCS,03-Feb-10,372.0,378.45,367.75,376.48,2977676
AXISBANK,04-Feb-10,211.98,213.79,209.0,209.69,6585835
HDFCBANK,04-Feb-10,161.8,162.49,158.55,161.68,8605240
HINDUNILVR,04-Feb-10,237.1,239.35,230.5,231.05,3017883
ICICIBANK,04-Feb-10,151.78,154.36,150.09,150.69,18276049
INFY,04-Feb-10,308.13,308.75,301.56,303.63,6176408
KOTAKBANK,04-Feb-10,194.75,195.0,186.32,187.26,1252688
LT,04-Feb-10,640.0,647.51,633.6,642.13,3639273
RELIANCE,04-Feb-10,514.13,514.13,502.24,504.79,5526277
SBIN,04-Feb-10,199.6,199.67,194.0,194.79,35357120
TCS,04-Feb-10,376.48,376.95,366.25,369.35,2716612
AXISBANK,05-Feb-10,206.74,207.6,199.02,205.14,12212410
HDFCBANK,05-Feb-10,159.8,159.8,156.5,157.34,9346940
HINDUNILVR,05-Feb-10,229.5,234.4,227.0,229.05,4345866
ICICIBANK,05-Feb-10,147.24,147.24,143.64,145.12,27352501
INFY,05-Feb-10,298.8,299.81,291.13,294.09,13544872
KOTAKBANK,05-Feb-10,180.0,183.1,177.79,179.07,2428460
LT,05-Feb-10,628.89,641.16,617.73,632.89,4964971
RELIANCE,05-Feb-10,482.92,499.14,482.92,486.24,13790942
SBIN,05-Feb-10,193.0,193.0,186.31,189.78,26878830
TCS,05-Feb-10,367.5,367.5,358.3,361.75,4607118
AXISBANK,08-Feb-10,205.0,208.34,200.2,204.54,7426465
HDFCBANK,08-Feb-10,158.5,158.88,154.9,156.74,7590600
HINDUNILVR,08-Feb-10,231.0,238.2,229.75,236.5,3139856
ICICIBANK,08-Feb-10,154.55,154.55,142.91,146.43,22972361
INFY,08-Feb-10,296.86,305.25,293.06,300.45,9252480
KOTAKBANK,08-Feb-10,182.0,187.11,178.35,184.51,2693544
LT,08-Feb-10,640.0,649.78,628.22,641.98,3517267
RELIANCE,08-Feb-10,487.88,497.46,482.92,492.51,11950507
SBIN,08-Feb-10,190.0,194.78,188.37,193.65,18885130
TCS,08-Feb-10,364.5,367.38,354.08,362.08,4170344
AXISBANK,09-Feb-10,205.0,211.4,202.64,207.71,9225825
HDFCBANK,09-Feb-10,156.68,157.79,155.15,157.16,11973750
HINDUNILVR,09-Feb-10,238.0,238.0,232.3,232.6,2435031
ICICIBANK,09-Feb-10,146.55,148.73,143.89,147.71,20874557
INFY,09-Feb-10,300.5,310.25,299.28,309.23,10387392
KOTAKBANK,09-Feb-10,184.51,187.95,182.3,185.99,2165028
LT,09-Feb-10,644.0,651.04,637.0,649.71,3634060
RELIANCE,09-Feb-10,492.21,494.31,486.74,491.96,6595770
SBIN,09-Feb-10,193.1,195.8,192.5,195.03,13836980
TCS,09-Feb-10,362.5,370.98,360.52,367.58,3005894
AXISBANK,10-Feb-10,208.8,209.1,204.02,204.93,8286355
HDFCBANK,10-Feb-10,157.5,161.74,156.4,159.35,13866680
HINDUNILVR,10-Feb-10,233.5,233.95,229.15,230.1,2864300
ICICIBANK,10-Feb-10,148.73,149.37,144.88,145.42,19253811
INFY,10-Feb-10,311.38,312.02,306.0,308.37,7187984
KOTAKBANK,10-Feb-10,187.4,188.0,180.7,181.86,1355536
LT,10-Feb-10,653.78,656.44,636.0,638.31,2548539
RELIANCE,10-Feb-10,495.26,495.26,486.39,487.92,8427562
SBIN,10-Feb-10,197.0,197.0,189.5,191.18,19731930
TCS,10-Feb-10,369.95,371.85,364.05,366.15,2337374
AXISBANK,11-Feb-10,206.0,208.98,205.68,206.64,4078795
HDFCBANK,11-Feb-10,160.4,163.3,159.0,159.8,7269690
HINDUNILVR,11-Feb-10,230.5,234.45,230.5,233.4,2299826
ICICIBANK,11-Feb-10,143.65,150.87,143.65,150.19,19596379
INFY,11-Feb-10,309.13,314.77,308.75,312.31,6453888
KOTAKBANK,11-Feb-10,183.5,186.48,182.13,183.82,2215932
LT,11-Feb-10,640.44,648.89,640.44,643.6,1173273
RELIANCE,11-Feb-10,489.98,505.11,489.61,502.81,10822218
SBIN,11-Feb-10,192.39,194.0,191.1,191.76,12427940
TCS,11-Feb-10,368.98,373.98,367.5,371.35,2413156
AXISBANK,15-Feb-10,206.6,208.9,202.0,205.77,4549330
HDFCBANK,15-Feb-10,159.7,161.97,158.25,161.38,4802490
HINDUNILVR,15-Feb-10,233.4,234.85,229.0,229.75,1594781
ICICIBANK,15-Feb-10,151.27,151.27,147.73,148.61,10649243
INFY,15-Feb-10,313.38,317.8,309.36,312.33,8950128
KOTAKBANK,15-Feb-10,201.0,201.0,181.3,181.93,873176
LT,15-Feb-10,648.0,648.31,632.89,636.91,1660459
